Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,CAP
T,AT&T Inc.,32.24,$234.09B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/t,#VALUE!
CVX,Chevron Corporation,122.58,$234.25B,n/a,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/cvx,#VALUE!
PFE,"Pfizer, Inc.",40.71,$238.14B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/pfe,#VALUE!
CTL,"CenturyLink, Inc.",22.36,$24.12B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/ctl,#VALUE!
SLF,Sun Life Financial Inc.,39.75,$24.13B,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/slf,#VALUE!
HPE,Hewlett Packard Enterprise Company,15.99,$24.21B,2015,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/hpe,#VALUE!
KR,Kroger Company (The),30.45,$24.26B,n/a,Consumer Services,Food Chains,https://www.nasdaq.com/symbol/kr,#VALUE!
CLR,"Continental Resources, Inc.",64.7,$24.33B,2007,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/clr,#VALUE!
ED,Consolidated Edison Inc,78.52,$24.4B,n/a,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/ed,#VALUE!
S,Sprint Corporation,6.11,$24.52B,2013,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/s,#VALUE!
EQR,Equity Residential,66.6,$24.53B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/eqr,#VALUE!
IQV,"IQVIA Holdings, Inc.",121.2,$24.54B,2013,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/iqv,#VALUE!
DXC,DXC Technology Company,86.56,$24.58B,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/dxc,#VALUE!
RCL,Royal Caribbean Cruises Ltd.,116.39,$24.65B,1993,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/rcl,#VALUE!
AVB,"AvalonBay Communities, Inc.",178.63,$24.69B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/avb,#VALUE!
ZBH,"Zimmer Biomet Holdings, Inc.",122.38,$24.88B,n/a,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/zbh,#VALUE!
K,Kellogg Company,71.51,$24.8B,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/k,#VALUE!
DLR,"Digital Realty Trust, Inc.",121.17,$24.97B,2004,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/dlr,#VALUE!
TWTR,"Twitter, Inc.",33.19,$24.98B,2013,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/twtr,#VALUE!
APTV,Aptiv PLC,94.03,$24.9B,2011,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/aptv,#VALUE!
WMB,"Williams Companies, Inc. (The)",30.31,$25.09B,n/a,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/wmb,#VALUE!
MTB,M&T Bank Corporation,175.06,$25.25B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mtb,#VALUE!
MCK,McKesson Corporation,126.68,$25.31B,n/a,Health Care,Other Pharmaceuticals,https://www.nasdaq.com/symbol/mck,#VALUE!
RHT,"Red Hat, Inc.",143.53,$25.46B,n/a,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/rht,#VALUE!
PPG,"PPG Industries, Inc.",106.85,$25.86B,n/a,Basic Industries,Paints/Coatings,https://www.nasdaq.com/symbol/ppg,#VALUE!
WY,Weyerhaeuser Company,34.3,$25.97B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/wy,#VALUE!
UNH,UnitedHealth Group Incorporated,263.48,$253.2B,n/a,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/unh,#VALUE!
DFS,Discover Financial Services,75.71,$26.04B,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/dfs,#VALUE!
ETP,"Energy Transfer Partners, L.P.",22.33,$26.05B,n/a,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/etp,#VALUE!
PEG,Public Service Enterprise Group Incorporated,52.03,$26.29B,n/a,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/peg,#VALUE!
GLW,Corning Incorporated,32.71,$26.46B,n/a,Basic Industries,Telecommunications Equipment,https://www.nasdaq.com/symbol/glw,#VALUE!
CRH,CRH PLC,32.1,$26.73B,n/a,Capital Goods,Building Materials,https://www.nasdaq.com/symbol/crh,#VALUE!
CHT,"Chunghwa Telecom Co., Ltd.",34.47,$26.74B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/cht,#VALUE!
YUM,"Yum! Brands, Inc.",83.09,$26.86B,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/yum,#VALUE!
WMT,Walmart Inc.,90.85,$268.08B,n/a,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/wmt,#VALUE!
GIS,"General Mills, Inc.",45.8,$27.18B,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/gis,#VALUE!
CXO,Concho Resources Inc.,137.16,$27.44B,2007,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/cxo,#VALUE!
FTV,Fortive Corporation,79.56,$27.78B,2016,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/ftv,#VALUE!
ADM,Archer-Daniels-Midland Company,49.94,$27.93B,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/adm,#VALUE!
DG,Dollar General Corporation,105.1,$28.12B,2009,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/dg,#VALUE!
OKE,"ONEOK, Inc.",68.55,$28.18B,n/a,Public Utilities,Oil & Gas Production,https://www.nasdaq.com/symbol/oke,#VALUE!
APH,Amphenol Corporation,94.07,$28.36B,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/aph,#VALUE!
BT,BT Group plc,14.37,$28.52B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/bt,#VALUE!
CP,Canadian Pacific Railway Limited,202.98,$28.94B,n/a,Transportation,Railroads,https://www.nasdaq.com/symbol/cp,#VALUE!
EW,Edwards Lifesciences Corporation,137.13,$28.9B,n/a,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/ew,#VALUE!
WFC,Wells Fargo & Company,58.07,$281.59B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/wfc,#VALUE!
WP,"Worldpay, Inc.",92.88,$29.04B,2012,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/wp,#VALUE!
NOK,Nokia Corporation,5.2,$29.06B,1994,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/nok,#VALUE!
CNC,Centene Corporation,143.68,$29.49B,n/a,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/cnc,#VALUE!
FMS,Fresenius Medical Care Corporation,48.24,$29.57B,n/a,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/fms,#VALUE!
RACE,Ferrari N.V.,121,$29.66B,2015,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/race,#VALUE!
CBM,Cambrex Corporation,60.7,$2B,1987,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cbm,#VALUE!
FG,FGL Holdings,9.34,$2B,2017,Finance,Life Insurance,https://www.nasdaq.com/symbol/fg,#VALUE!
NVG,Nuveen AMT-Free Municipal Credit Income Fund,14.9,$3.02B,2002,n/a,n/a,https://www.nasdaq.com/symbol/nvg,#VALUE!
NWE,NorthWestern Corporation,60.02,$3.02B,n/a,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/nwe,#VALUE!
RXN,Rexnord Corporation,28.98,$3.02B,2012,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/rxn,#VALUE!
CLNY,"Colony Capital, Inc.",6.1,$3.03B,2014,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/clny,#VALUE!
MFA,"MFA Financial, Inc.",7.64,$3.04B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/mfa,#VALUE!
SAVE,"Spirit Airlines, Inc.",44.55,$3.04B,n/a,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/save,#VALUE!
TRCO,Tribune Media Company,34.66,$3.04B,2014,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/trco,#VALUE!
EPC,"Energizer Holdings, Inc.",56.55,$3.05B,n/a,Consumer Non-Durables,Package Goods/Cosmetics,https://www.nasdaq.com/symbol/epc,#VALUE!
DOC,Physicians Realty Trust,16.83,$3.06B,2013,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/doc,#VALUE!
OFC,Corporate Office Properties Trust,29.98,$3.06B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ofc,#VALUE!
TPX,"Tempur Sealy International, Inc.",56.31,$3.06B,2003,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/tpx,#VALUE!
FCN,"FTI Consulting, Inc.",80.34,$3.07B,n/a,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/fcn,#VALUE!
GEO,Geo Group Inc (The),25.07,$3.08B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/geo,#VALUE!
HGV,Hilton Grand Vacations Inc.,31.85,$3.08B,2016,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/hgv,#VALUE!
CVIA,Covia Holdings Corporation,13.71,$3.09B,2018,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/cvia,#VALUE!
CVI,CVR Energy Inc.,35.84,$3.11B,2007,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/cvi,#VALUE!
ENLC,"EnLink Midstream, LLC",17.2,$3.11B,n/a,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/enlc,#VALUE!
KW,Kennedy-Wilson Holdings Inc.,21.4,$3.11B,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/kw,#VALUE!
VMI,"Valmont Industries, Inc.",138.1,$3.11B,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/vmi,#VALUE!
BJ,"BJ&#39;s Wholesale Club Holdings, Inc.",24.79,$3.13B,2018,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/bj,#VALUE!
GEF,Greif Bros. Corporation,53.04,$3.13B,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gef,#VALUE!
USNA,"USANA Health Sciences, Inc.",129.6,$3.13B,n/a,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/usna,#VALUE!
ERF,Enerplus Corporation,12.86,$3.15B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/erf,#VALUE!
GATX,GATX Corporation,83.49,$3.15B,n/a,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/gatx,#VALUE!
SM,SM Energy Company,28.2,$3.15B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/sm,#VALUE!
VAC,Marriot Vacations Worldwide Corporation,118.73,$3.15B,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/vac,#VALUE!
KMT,Kennametal Inc.,38.8,$3.17B,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/kmt,#VALUE!
PNM,"PNM Resources, Inc. (Holding Co.)",40.1,$3.19B,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/pnm,#VALUE!
SWN,Southwestern Energy Company,5.44,$3.19B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/swn,#VALUE!
DNP,"Duff & Phelps Utilities Income, Inc.",11.08,$3.21B,1987,n/a,n/a,https://www.nasdaq.com/symbol/dnp,#VALUE!
HLI,"Houlihan Lokey, Inc.",48.45,$3.21B,2015,Finance,Investment Managers,https://www.nasdaq.com/symbol/hli,#VALUE!
RES,"RPC, Inc.",14.96,$3.22B,n/a,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/res,#VALUE!
BKH,Black Hills Corporation,60.22,$3.23B,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/bkh,#VALUE!
DAR,Darling Ingredients Inc.,19.62,$3.23B,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/dar,#VALUE!
ENS,Enersys,76.65,$3.23B,2004,Consumer Non-Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/ens,#VALUE!
NHI,"National Health Investors, Inc.",77.73,$3.23B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/nhi,#VALUE!
BMA,Macro Bank Inc.,48.36,$3.24B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bma,#VALUE!
NS,Nustar Energy L.P.,27.71,$3.24B,n/a,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/ns,#VALUE!
NCR,NCR Corporation,27.62,$3.25B,n/a,Miscellaneous,Office Equipment/Supplies/Services,https://www.nasdaq.com/symbol/ncr,#VALUE!
HI,Hillenbrand Inc,52.3,$3.27B,n/a,Consumer Durables,Miscellaneous manufacturing industries,https://www.nasdaq.com/symbol/hi,#VALUE!
AEL,American Equity Investment Life Holding Company,36.39,$3.28B,2003,Finance,Life Insurance,https://www.nasdaq.com/symbol/ael,#VALUE!
CHGG,"Chegg, Inc.",29.28,$3.28B,2013,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/chgg,#VALUE!
TSE,Trinseo S.A.,75.95,$3.28B,2014,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/tse,#VALUE!
BSTI,BEST Inc.,8.52,$3.29B,2017,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/bsti,#VALUE!
PCI,PIMCO Dynamic Credit and Mortgage Income Fund,23.99,$3.29B,2013,n/a,n/a,https://www.nasdaq.com/symbol/pci,#VALUE!
UFS,Domtar Corporation,50.55,$3.29B,n/a,Basic Industries,Paper,https://www.nasdaq.com/symbol/ufs,#VALUE!
ZUO,"Zuora, Inc.",30.57,$3.29B,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/zuo,#VALUE!
CBU,"Community Bank System, Inc.",64.89,$3.31B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cbu,#VALUE!
RH,RH,153.1,$3.31B,2012,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/rh,#VALUE!
SID,National Steel Company,2.44,$3.31B,n/a,Capital Goods,Steel/Iron Ore,https://www.nasdaq.com/symbol/sid,#VALUE!
ATI,Allegheny Technologies Incorporated,26.39,$3.32B,n/a,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/ati,#VALUE!
BVN,Buenaventura Mining Company Inc.,13.12,$3.33B,1996,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/bvn,#VALUE!
EDR,Education Realty Trust Inc.,41.31,$3.33B,2005,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/edr,#VALUE!
KOS,Kosmos Energy Ltd.,8.41,$3.33B,2011,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/kos,#VALUE!
AYX,"Alteryx, Inc.",55.09,$3.34B,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ayx,#VALUE!
AVA,Avista Corporation,51.01,$3.35B,n/a,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/ava,#VALUE!
ATGE,Adtalem Global Education Inc.,55.75,$3.36B,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/atge,#VALUE!
CNX,CNX Resources Corporation,15.42,$3.36B,1999,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/cnx,#VALUE!
HEP,"Holly Energy Partners, L.P.",31.83,$3.36B,2004,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/hep,#VALUE!
VSH,"Vishay Intertechnology, Inc.",23.3,$3.36B,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/vsh,#VALUE!
AU,AngloGold Ashanti Limited,8.19,$3.37B,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/au,#VALUE!
SSD,"Simpson Manufacturing Company, Inc.",72.83,$3.37B,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/ssd,#VALUE!
KS,KapStone Paper and Packaging Corporation,34.5,$3.38B,n/a,Basic Industries,Paper,https://www.nasdaq.com/symbol/ks,#VALUE!
TDS,"Telephone and Data Systems, Inc.",30.28,$3.38B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/tds,#VALUE!
APY,Apergy Corporation,43.8,$3.39B,2018,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/apy,#VALUE!
THC,Tenet Healthcare Corporation,33.18,$3.39B,n/a,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/thc,#VALUE!
COLD,Americold Realty Trust,23.12,$3.3B,2018,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cold,#VALUE!
AVX,AVX Corporation,20.22,$3.41B,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/avx,#VALUE!
NEA,Nuveen AMT-Free Quality Municipal Income Fund,12.96,$3.41B,2002,n/a,n/a,https://www.nasdaq.com/symbol/nea,#VALUE!
RLI,RLI Corp.,76.81,$3.41B,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/rli,#VALUE!
VG,Vonage Holdings Corp.,14.36,$3.41B,2006,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/vg,#VALUE!
SAM,"Boston Beer Company, Inc. (The)",291.3,$3.42B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/sam,#VALUE!
MDR,"McDermott International, Inc.",19.08,$3.43B,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/mdr,#VALUE!
EGP,"EastGroup Properties, Inc.",96.28,$3.44B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/egp,#VALUE!
B,"Barnes Group, Inc.",65.97,$3.47B,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/b,#VALUE!
CIM,Chimera Investment Corporation,18.55,$3.47B,2007,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cim,#VALUE!
CPG,Crescent Point Energy Corporation,6.31,$3.47B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/cpg,#VALUE!
GSH,Guangshen Railway Company Limited,24.58,$3.48B,n/a,Transportation,Railroads,https://www.nasdaq.com/symbol/gsh,#VALUE!
AAN,"Aaron&#39;s,  Inc.",48.09,$3.49B,n/a,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/aan,#VALUE!
BOH,Bank of Hawaii Corporation,83.15,$3.49B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/boh,#VALUE!
BXS,BancorpSouth Bank,34.35,$3.4B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bxs,#VALUE!
GNRC,Generac Holdlings Inc.,54.87,$3.4B,2010,Consumer Durables,Metal Fabrications,https://www.nasdaq.com/symbol/gnrc,#VALUE!
JBT,John Bean Technologies Corporation,107.15,$3.4B,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/jbt,#VALUE!
NOMD,Nomad Foods Limited,19.54,$3.4B,2016,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/nomd,#VALUE!
SOGO,Sogou Inc.,8.56,$3.4B,2017,Technology,EDP Services,https://www.nasdaq.com/symbol/sogo,#VALUE!
ERJ,Embraer S.A.,19.13,$3.51B,2000,Capital Goods,Aerospace,https://www.nasdaq.com/symbol/erj,#VALUE!
PSB,"PS Business Parks, Inc.",128.53,$3.51B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/psb,#VALUE!
UNF,Unifirst Corporation,184.05,$3.52B,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/unf,#VALUE!
WTM,"White Mountains Insurance Group, Ltd.",938.25,$3.52B,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/wtm,#VALUE!
PAH,Platform Specialty Products Corporation,12.25,$3.53B,2014,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/pah,#VALUE!
CLH,"Clean Harbors, Inc.",63.05,$3.54B,n/a,Basic Industries,Environmental Services,https://www.nasdaq.com/symbol/clh,#VALUE!
RBC,Regal Beloit Corporation,80.45,$3.54B,n/a,Consumer Durables,Metal Fabrications,https://www.nasdaq.com/symbol/rbc,#VALUE!
DLPH,Delphi Technologies PLC,40.01,$3.55B,2017,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/dlph,#VALUE!
OSB,Norbord Inc.,40.92,$3.55B,n/a,Basic Industries,Forest Products,https://www.nasdaq.com/symbol/osb,#VALUE!
AMGP,Antero Midstream GP LP,19.1,$3.56B,2017,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/amgp,#VALUE!
ELLI,"Ellie Mae, Inc.",103.98,$3.57B,2011,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/elli,#VALUE!
SRC,"Spirit Realty Capital, Inc.",8.32,$3.57B,2013,Consumer Services,Building operators,https://www.nasdaq.com/symbol/src,#VALUE!
SHO,"Sunstone Hotel Investors, Inc.",15.87,$3.58B,2004,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/sho,#VALUE!
PRSP,Perspecta Inc.,21.65,$3.59B,2018,Technology,EDP Services,https://www.nasdaq.com/symbol/prsp,#VALUE!
POL,PolyOne Corporation,43.74,$3.5B,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/pol,#VALUE!
BOX,"Box, Inc.",25.71,$3.61B,2015,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/box,#VALUE!
FND,"Floor & Decor Holdings, Inc.",37.4,$3.61B,2017,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/fnd,#VALUE!
NYLD,"NRG Yield, Inc.",19.45,$3.61B,2015,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/nyld,#VALUE!
SITE,"SiteOne Landscape Supply, Inc.",89.69,$3.61B,2016,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/site,#VALUE!
CNO,"CNO Financial Group, Inc.",21.61,$3.62B,n/a,Finance,Accident &Health Insurance,https://www.nasdaq.com/symbol/cno,#VALUE!
PRLB,"Proto Labs, Inc.",134.55,$3.62B,2012,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/prlb,#VALUE!
AWI,Armstrong World Industries Inc,70.1,$3.63B,n/a,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/awi,#VALUE!
WWW,"Wolverine World Wide, Inc.",38.39,$3.64B,n/a,Consumer Non-Durables,Shoe Manufacturing,https://www.nasdaq.com/symbol/www,#VALUE!
DECK,Deckers Outdoor Corporation,120.16,$3.66B,1993,Consumer Non-Durables,Shoe Manufacturing,https://www.nasdaq.com/symbol/deck,#VALUE!
MTZ,"MasTec, Inc.",45.45,$3.66B,n/a,Basic Industries,Water Supply,https://www.nasdaq.com/symbol/mtz,#VALUE!
FCFS,"First Cash, Inc.",81,$3.68B,1991,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/fcfs,#VALUE!
MTDR,Matador Resources Company,31.65,$3.68B,2012,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/mtdr,#VALUE!
BXMT,"Capital Trust, Inc.",33.09,$3.69B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/bxmt,#VALUE!
SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,87.3,$3.71B,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/saic,#VALUE!
SIG,Signet Jewelers Limited,62.73,$3.71B,n/a,Consumer Services,Consumer Specialties,https://www.nasdaq.com/symbol/sig,#VALUE!
ARD,Ardagh Group S.A.,15.73,$3.72B,2017,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/ard,#VALUE!
KFY,Korn/Ferry International,65.75,$3.72B,1999,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/kfy,#VALUE!
TKR,Timken Company (The),48,$3.72B,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/tkr,#VALUE!
APU,"AmeriGas Partners, L.P.",40.11,$3.73B,n/a,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/apu,#VALUE!
CPA,"Copa Holdings, S.A.",88.34,$3.73B,2005,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/cpa,#VALUE!
DKS,Dick&#39;s Sporting Goods Inc,36.39,$3.73B,2002,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/dks,#VALUE!
MANU,Manchester United Ltd.,22.8,$3.74B,2012,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/manu,#VALUE!
PGRE,"Paramount Group, Inc.",15.54,$3.74B,2014,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/pgre,#VALUE!
CIEN,Ciena Corporation,26.23,$3.75B,1997,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/cien,#VALUE!
RLJ,RLJ Lodging Trust,21.47,$3.76B,2011,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/rlj,#VALUE!
ENR,"Energizer Holdings, Inc.",63.51,$3.79B,2015,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/enr,#VALUE!
HR,Healthcare Realty Trust Incorporated,30.31,$3.79B,1993,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/hr,#VALUE!
LHO,LaSalle Hotel Properties,34.35,$3.79B,1998,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/lho,#VALUE!
SNX,Synnex Corporation,95.48,$3.79B,2003,Technology,Retail: Computer Software & Peripheral Equipment,https://www.nasdaq.com/symbol/snx,#VALUE!
SR,Spire Inc.,74.8,$3.79B,n/a,Public Utilities,Oil/Gas Transmission,https://www.nasdaq.com/symbol/sr,#VALUE!
USM,United States Cellular Corporation,43.47,$3.7B,1988,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/usm,#VALUE!
HE,"Hawaiian Electric Industries, Inc.",35.08,$3.82B,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/he,#VALUE!
BSM,"Black Stone Minerals, L.P.",18.99,$3.83B,2015,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/bsm,#VALUE!
NYT,New York Times Company (The),23.25,$3.83B,n/a,Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/nyt,#VALUE!
SWX,"Southwest Gas Holdings, Inc.",79.22,$3.83B,n/a,Public Utilities,Oil & Gas Production,https://www.nasdaq.com/symbol/swx,#VALUE!
EQC,Equity Commonwealth,31.65,$3.84B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/eqc,#VALUE!
RRC,Range Resources Corporation,15.39,$3.84B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/rrc,#VALUE!
