Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,CAP
ABM,ABM Industries Incorporated,31.19,$2.05B,n/a,Finance,Diversified Commercial Services,https://www.nasdaq.com/symbol/abm,#VALUE!
CCT,"Corporate Capital Trust, Inc.",16.48,$2.05B,2017,n/a,n/a,https://www.nasdaq.com/symbol/cct,#VALUE!
KBH,KB Home,23.43,$2.05B,1986,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/kbh,#VALUE!
BGS,"B&G Foods, Inc.",31,$2.06B,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/bgs,#VALUE!
DSL,DoubleLine Income Solutions Fund,20.34,$2.06B,2013,n/a,n/a,https://www.nasdaq.com/symbol/dsl,#VALUE!
CLDR,"Cloudera, Inc.",13.96,$2.07B,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cldr,#VALUE!
GOLF,Acushnet Holdings Corp.,27.65,$2.07B,2016,Consumer Non-Durables,Recreational Products/Toys,https://www.nasdaq.com/symbol/golf,#VALUE!
NZF,Nuveen Municipal Credit Income Fund,14.59,$2.07B,2007,n/a,n/a,https://www.nasdaq.com/symbol/nzf,#VALUE!
FIX,"Comfort Systems USA, Inc.",55.8,$2.08B,1997,Capital Goods,Engineering & Construction,https://www.nasdaq.com/symbol/fix,#VALUE!
ARGO,"Argo Group International Holdings, Ltd.",61.6,$2.09B,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/argo,#VALUE!
CMP,"Compass Minerals International, Inc.",61.85,$2.09B,2003,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/cmp,#VALUE!
EGHT,8x8 Inc,22.45,$2.09B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/eght,#VALUE!
WAGE,"WageWorks, Inc.",53.15,$2.11B,2012,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/wage,#VALUE!
GLOB,Globant S.A.,59.39,$2.12B,2014,Technology,EDP Services,https://www.nasdaq.com/symbol/glob,#VALUE!
TPH,"TRI Pointe Group, Inc.",13.93,$2.12B,2013,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/tph,#VALUE!
CISN,Cision Ltd.,16.26,$2.13B,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cisn,#VALUE!
LAD,"Lithia Motors, Inc.",85.51,$2.13B,n/a,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/lad,#VALUE!
LXP,Lexington Realty Trust,8.87,$2.13B,n/a,n/a,n/a,https://www.nasdaq.com/symbol/lxp,#VALUE!
AQUA,Evoqua Water Technologies Corp.,18.79,$2.14B,2017,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/aqua,#VALUE!
ELY,Callaway Golf Company,22.62,$2.14B,1992,Consumer Non-Durables,Recreational Products/Toys,https://www.nasdaq.com/symbol/ely,#VALUE!
IAG,Iamgold Corporation,4.59,$2.14B,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/iag,#VALUE!
P,"Pandora Media, Inc.",8.02,$2.14B,2011,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/p,#VALUE!
DNR,Denbury Resources Inc.,4.7,$2.15B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/dnr,#VALUE!
DDD,3D Systems Corporation,19,$2.16B,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ddd,#VALUE!
TMHC,Taylor Morrison Home Corporation,19.2,$2.16B,2013,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/tmhc,#VALUE!
TRNO,Terreno Realty Corporation,37.35,$2.16B,2010,Finance,Real Estate,https://www.nasdaq.com/symbol/trno,#VALUE!
COT,Cott Corporation,15.58,$2.17B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/cot,#VALUE!
SHAK,"Shake Shack, Inc.",58.79,$2.17B,2015,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/shak,#VALUE!
HOME,At Home Group Inc.,34.76,$2.18B,2016,Consumer Services,Home Furnishings,https://www.nasdaq.com/symbol/home,#VALUE!
ADSW,"Advanced Disposal Services, Inc.",24.72,$2.19B,2016,Public Utilities,Environmental Services,https://www.nasdaq.com/symbol/adsw,#VALUE!
AWR,American States Water Company,59.65,$2.19B,n/a,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/awr,#VALUE!
AZUL,Azul S.A.,18.72,$2.1B,2017,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/azul,#VALUE!
AKR,Acadia Realty Trust,27.13,$2.21B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/akr,#VALUE!
MDP,Meredith Corporation,49.25,$2.21B,n/a,Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/mdp,#VALUE!
QD,Qudian Inc.,6.77,$2.21B,2017,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/qd,#VALUE!
BPMP,BP Midstream Partners LP,21.24,$2.22B,2017,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/bpmp,#VALUE!
KYN,Kayne Anderson MLP/Midstream Investment Company,19.19,$2.22B,2004,n/a,n/a,https://www.nasdaq.com/symbol/kyn,#VALUE!
SUN,Sunoco LP,26.95,$2.22B,2012,Energy,Oil Refining/Marketing,https://www.nasdaq.com/symbol/sun,#VALUE!
TGS,Transportadora De Gas Sa Ord B,13.97,$2.22B,n/a,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/tgs,#VALUE!
AHL,Aspen Insurance Holdings Limited,37.3,$2.23B,2003,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/ahl,#VALUE!
CVG,Convergys Corporation,24.48,$2.23B,1998,Technology,EDP Services,https://www.nasdaq.com/symbol/cvg,#VALUE!
ITGR,Integer Holdings Corporation,69.6,$2.23B,n/a,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/itgr,#VALUE!
SUM,"Summit Materials, Inc.",19.99,$2.23B,2015,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/sum,#VALUE!
VGR,Vector Group Ltd.,16.6,$2.23B,n/a,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/vgr,#VALUE!
AMC,"AMC Entertainment Holdings, Inc.",17.5,$2.24B,2013,Consumer Services,Movies/Entertainment,https://www.nasdaq.com/symbol/amc,#VALUE!
KWR,Quaker Chemical Corporation,167.99,$2.24B,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/kwr,#VALUE!
CVA,Covanta Holding Corporation,17.25,$2.26B,n/a,Basic Industries,Electric Utilities: Central,https://www.nasdaq.com/symbol/cva,#VALUE!
QTS,"QTS Realty Trust, Inc.",44.19,$2.26B,2013,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/qts,#VALUE!
SKT,"Tanger Factory Outlet Centers, Inc.",23.99,$2.26B,1993,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/skt,#VALUE!
SEAS,"SeaWorld Entertainment, Inc.",25.66,$2.27B,2013,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/seas,#VALUE!
MAXR,Maxar Technologies Ltd.,38.48,$2.28B,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/maxr,#VALUE!
NBR,Nabors Industries Ltd.,6.37,$2.28B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/nbr,#VALUE!
TEN,Tenneco Inc.,42.8,$2.2B,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/ten,#VALUE!
TGNA,TEGNA Inc.,10.71,$2.31B,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/tgna,#VALUE!
NNI,"Nelnet, Inc.",56.95,$2.32B,2003,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/nni,#VALUE!
QEP,"QEP Resources, Inc.",9.77,$2.32B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/qep,#VALUE!
TVPT,Travelport Worldwide Limited,18.42,$2.32B,2014,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/tvpt,#VALUE!
YEXT,"Yext, Inc.",23.93,$2.32B,2017,Technology,EDP Services,https://www.nasdaq.com/symbol/yext,#VALUE!
ARI,Apollo Commercial Real Estate Finance,18.95,$2.33B,2009,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ari,#VALUE!
GTT,"GTT Communications, Inc.",36.35,$2.33B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/gtt,#VALUE!
AVLR,"Avalara, Inc.",36.03,$2.34B,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/avlr,#VALUE!
DRH,Diamondrock Hospitality Company,11.66,$2.34B,2005,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/drh,#VALUE!
DSW,DSW Inc.,29.22,$2.34B,2005,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/dsw,#VALUE!
CADE,Cadence Bancorporation,28.07,$2.35B,2017,Finance,Major Banks,https://www.nasdaq.com/symbol/cade,#VALUE!
NOAH,Noah Holdings Ltd.,41.01,$2.35B,2010,Finance,Investment Managers,https://www.nasdaq.com/symbol/noah,#VALUE!
KRO,Kronos Worldwide Inc,20.38,$2.36B,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/kro,#VALUE!
LBRT,Liberty Oilfield Services Inc.,20,$2.36B,2018,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/lbrt,#VALUE!
MC,Moelis & Company,58.15,$2.36B,2014,Finance,Investment Managers,https://www.nasdaq.com/symbol/mc,#VALUE!
MTX,Minerals Technologies Inc.,66.85,$2.36B,1992,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/mtx,#VALUE!
PAM,Pampa Energia S.A.,32.47,$2.38B,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/pam,#VALUE!
PQG,PQ Group Holdings Inc.,17.61,$2.38B,2017,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/pqg,#VALUE!
DO,"Diamond Offshore Drilling, Inc.",17.4,$2.39B,1995,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/do,#VALUE!
ROG,Rogers Corporation,130.35,$2.39B,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/rog,#VALUE!
DY,"Dycom Industries, Inc.",73.57,$2.3B,n/a,Basic Industries,Water Supply,https://www.nasdaq.com/symbol/dy,#VALUE!
FII,"Federated Investors, Inc.",22.7,$2.3B,1998,Finance,Investment Managers,https://www.nasdaq.com/symbol/fii,#VALUE!
GNW,Genworth Financial Inc,4.6,$2.3B,2004,Finance,Life Insurance,https://www.nasdaq.com/symbol/gnw,#VALUE!
AVYA,Avaya Holdings Corp.,21.99,$2.41B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/avya,#VALUE!
AXE,Anixter International Inc.,71.9,$2.41B,n/a,Consumer Non-Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/axe,#VALUE!
GFI,Gold Fields Limited,2.93,$2.41B,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/gfi,#VALUE!
BID,Sotheby&#39;s,46.9,$2.43B,1988,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/bid,#VALUE!
WRE,Washington Real Estate Investment Trust,30.94,$2.43B,n/a,n/a,n/a,https://www.nasdaq.com/symbol/wre,#VALUE!
AIN,Albany International Corporation,76.6,$2.47B,n/a,Basic Industries,Textiles,https://www.nasdaq.com/symbol/ain,#VALUE!
CPS,Cooper-Standard Holdings Inc.,136.98,$2.47B,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/cps,#VALUE!
GOOS,Canada Goose Holdings Inc.,51.54,$2.48B,2017,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/goos,#VALUE!
PRA,ProAssurance Corporation,46.55,$2.49B,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/pra,#VALUE!
FCB,"FCB Financial Holdings, Inc.",51.35,$2.4B,2014,Finance,Major Banks,https://www.nasdaq.com/symbol/fcb,#VALUE!
MAIN,Main Street Capital Corporation,40.3,$2.4B,2007,n/a,n/a,https://www.nasdaq.com/symbol/main,#VALUE!
TCP,"TC PipeLines, LP",32.82,$2.4B,n/a,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/tcp,#VALUE!
GWB,"Great Western Bancorp, Inc.",42.58,$2.51B,2014,Finance,Major Banks,https://www.nasdaq.com/symbol/gwb,#VALUE!
LCII,LCI Industries ,99.4,$2.51B,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/lcii,#VALUE!
CMC,Commercial Metals Company,21.53,$2.52B,n/a,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/cmc,#VALUE!
PDM,"Piedmont Office Realty Trust, Inc.",19.7,$2.52B,n/a,Consumer Services,Building operators,https://www.nasdaq.com/symbol/pdm,#VALUE!
SAIL,"SailPoint Technologies Holdings, Inc.",28.86,$2.52B,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/sail,#VALUE!
WHD,"Cactus, Inc.",33.81,$2.53B,2018,Energy,Metal Fabrications,https://www.nasdaq.com/symbol/whd,#VALUE!
AMRX,"Amneal Pharmaceuticals, Inc.",22.15,$2.54B,2018,n/a,n/a,https://www.nasdaq.com/symbol/amrx,#VALUE!
CPE,Callon Petroleum Company,11.17,$2.54B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/cpe,#VALUE!
ESL,Esterline Technologies Corporation,86.45,$2.54B,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/esl,#VALUE!
REXR,"Rexford Industrial Realty, Inc.",31.3,$2.54B,2013,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/rexr,#VALUE!
UE,Urban Edge Properties,22.27,$2.54B,2015,Finance,Real Estate,https://www.nasdaq.com/symbol/ue,#VALUE!
APAM,Artisan Partners Asset Management Inc.,33.15,$2.55B,2013,Finance,Investment Managers,https://www.nasdaq.com/symbol/apam,#VALUE!
CLNC,"Colony Credit Real Estate, Inc.",19.95,$2.55B,2018,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/clnc,#VALUE!
DDR,DDR Corp.,13.82,$2.55B,1993,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ddr,#VALUE!
PAY,"Verifone Systems, Inc.",22.99,$2.55B,2005,Miscellaneous,Office Equipment/Supplies/Services,https://www.nasdaq.com/symbol/pay,#VALUE!
QTWO,"Q2 Holdings, Inc.",60,$2.55B,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/qtwo,#VALUE!
XHR,"Xenia Hotels & Resorts, Inc.",23.89,$2.55B,2015,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/xhr,#VALUE!
ORA,"Ormat Technologies, Inc.",50.5,$2.56B,2004,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/ora,#VALUE!
DDS,"Dillard&#39;s, Inc.",93.05,$2.57B,n/a,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/dds,#VALUE!
EE,El Paso Electric Company,63.45,$2.58B,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/ee,#VALUE!
OII,"Oceaneering International, Inc.",26.23,$2.58B,n/a,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/oii,#VALUE!
MED,MEDIFAST INC,214.7,$2.59B,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/med,#VALUE!
OUT,OUTFRONT Media Inc.,18.73,$2.61B,2014,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/out,#VALUE!
PEB,Pebblebrook Hotel Trust,37.81,$2.61B,2009,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/peb,#VALUE!
WNS,WNS (Holdings) Limited,51.79,$2.61B,2006,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/wns,#VALUE!
WOR,"Worthington Industries, Inc.",44.49,$2.62B,n/a,Capital Goods,Steel/Iron Ore,https://www.nasdaq.com/symbol/wor,#VALUE!
BLD,TopBuild Corp.,73.85,$2.63B,2015,Basic Industries,Engineering & Construction,https://www.nasdaq.com/symbol/bld,#VALUE!
SEM,Select Medical Holdings Corporation,19.6,$2.63B,2009,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/sem,#VALUE!
CRS,Carpenter Technology Corporation,56.2,$2.64B,n/a,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/crs,#VALUE!
RLGY,Realogy Holdings Corp.,20.73,$2.64B,2012,Finance,Real Estate,https://www.nasdaq.com/symbol/rlgy,#VALUE!
PLT,"Plantronics, Inc.",66.74,$2.65B,1994,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/plt,#VALUE!
NAD,Nuveen Quality Municipal Income Fund,13.2,$2.66B,1999,n/a,n/a,https://www.nasdaq.com/symbol/nad,#VALUE!
MNK,Mallinckrodt plc,32.24,$2.68B,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mnk,#VALUE!
CEQP,Crestwood Equity Partners LP,37.75,$2.69B,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/ceqp,#VALUE!
TWO,Two Harbors Investments Corp,15.33,$2.69B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/two,#VALUE!
NEP,"NextEra Energy Partners, LP",47.78,$2.6B,2014,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/nep,#VALUE!
AMN,AMN Healthcare Services Inc,56.7,$2.71B,n/a,Technology,Professional Services,https://www.nasdaq.com/symbol/amn,#VALUE!
BBU,Brookfield Business Partners L.P.,40.9,$2.71B,2016,Basic Industries,Engineering & Construction,https://www.nasdaq.com/symbol/bbu,#VALUE!
BE,Bloom Energy Corporation,25.51,$2.71B,2018,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/be,#VALUE!
CXP,"Columbia Property Trust, Inc.",22.98,$2.71B,2013,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cxp,#VALUE!
JELD,"JELD-WEN Holding, Inc.",25.56,$2.72B,2017,Basic Industries,Forest Products,https://www.nasdaq.com/symbol/jeld,#VALUE!
STAG,"Stag Industrial, Inc.",28.03,$2.73B,2011,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/stag,#VALUE!
ENV,"Envestnet, Inc",60.55,$2.74B,2010,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/env,#VALUE!
LM,"Legg Mason, Inc.",32.11,$2.74B,n/a,Finance,Investment Managers,https://www.nasdaq.com/symbol/lm,#VALUE!
SWCH,"Switch, Inc.",10.85,$2.74B,2017,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/swch,#VALUE!
SMAR,Smartsheet Inc.,26.93,$2.76B,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/smar,#VALUE!
THS,"Treehouse Foods, Inc.",49.15,$2.77B,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/ths,#VALUE!
I,Intelsat S.A.,23,$2.78B,2013,Consumer Services,Telecommunications Equipment,https://www.nasdaq.com/symbol/i,#VALUE!
OI,"Owens-Illinois, Inc.",17.44,$2.78B,n/a,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/oi,#VALUE!
SRG,Seritage Growth Properties,49.78,$2.78B,2015,Finance,Real Estate,https://www.nasdaq.com/symbol/srg,#VALUE!
WCC,"WESCO International, Inc.",59.05,$2.78B,1999,Consumer Non-Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/wcc,#VALUE!
AUY,Yamana Gold Inc.,2.84,$2.7B,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/auy,#VALUE!
RPAI,"Retail Properties of America, Inc.",12.3,$2.7B,2012,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/rpai,#VALUE!
DLX,Deluxe Corporation,58.71,$2.81B,n/a,Consumer Durables,Publishing,https://www.nasdaq.com/symbol/dlx,#VALUE!
WFT,Weatherford International plc,2.82,$2.81B,n/a,Energy,Metal Fabrications,https://www.nasdaq.com/symbol/wft,#VALUE!
AJRD,"Aerojet Rocketdyne Holdings, Inc. ",37.29,$2.82B,n/a,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/ajrd,#VALUE!
SJI,"South Jersey Industries, Inc.",33.13,$2.83B,n/a,Public Utilities,Oil/Gas Transmission,https://www.nasdaq.com/symbol/sji,#VALUE!
WTS,"Watts Water Technologies, Inc.",82.95,$2.83B,1986,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/wts,#VALUE!
DAN,Dana Incorporated,19.66,$2.84B,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/dan,#VALUE!
GEL,"Genesis Energy, L.P.",23.15,$2.84B,1996,Energy,Oil Refining/Marketing,https://www.nasdaq.com/symbol/gel,#VALUE!
KBR,"KBR, Inc.",20.16,$2.84B,2006,Basic Industries,Military/Government/Technical,https://www.nasdaq.com/symbol/kbr,#VALUE!
MUSA,Murphy USA Inc.,85.31,$2.84B,2013,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/musa,#VALUE!
VLP,Valero Energy Partners LP,40.99,$2.84B,2013,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/vlp,#VALUE!
WBT,"Welbilt, Inc.",20.34,$2.85B,2016,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/wbt,#VALUE!
CVRR,"CVR Refining, LP",19.35,$2.86B,2013,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/cvrr,#VALUE!
BDC,Belden Inc,70.52,$2.87B,n/a,Basic Industries,Telecommunications Equipment,https://www.nasdaq.com/symbol/bdc,#VALUE!
EBS,"Emergent Biosolutions, Inc.",57.62,$2.87B,2006,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ebs,#VALUE!
FUL,H. B. Fuller Company,56.61,$2.87B,n/a,Basic Industries,Home Furnishings,https://www.nasdaq.com/symbol/ful,#VALUE!
NTB,Bank of N.T. Butterfield & Son Limited (The),52.45,$2.89B,2016,Finance,Commercial Banks,https://www.nasdaq.com/symbol/ntb,#VALUE!
TEX,Terex Corporation,38,$2.89B,n/a,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/tex,#VALUE!
EXG,Eaton Vance Tax-Managed Global Diversified Equity Income Fund,9.63,$2.91B,2007,n/a,n/a,https://www.nasdaq.com/symbol/exg,#VALUE!
SXT,Sensient Technologies Corporation,68.82,$2.91B,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/sxt,#VALUE!
AB,AllianceBernstein Holding L.P.,29.8,$2.92B,n/a,Finance,Investment Managers,https://www.nasdaq.com/symbol/ab,#VALUE!
CIG,Comp En De Mn Cemig ADS,2,$2.92B,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/cig,#VALUE!
IBA,"Industrias Bachoco, S.A. de C.V.",58.45,$2.92B,1997,Consumer Non-Durables,Meat/Poultry/Fish,https://www.nasdaq.com/symbol/iba,#VALUE!
BDN,Brandywine Realty Trust,16.41,$2.93B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/bdn,#VALUE!
CTX,Qwest Corporation,23.4,$2.93B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/ctx,#VALUE!
CXW,"CoreCivic, Inc.",24.75,$2.93B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cxw,#VALUE!
ESV,ENSCO plc,6.7,$2.93B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/esv,#VALUE!
JAG,Jagged Peak Energy Inc.,13.83,$2.95B,2017,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/jag,#VALUE!
CLF,Cleveland-Cliffs Inc.,9.92,$2.96B,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/clf,#VALUE!
